city,destination,country
Nassau,NAS,Bahamas
Nassau,PID,Bahamas
Nassau,WZY,Bahamas
Natadola,NTA,Fiji
City name,Airport Code,Country name
Natal,NAT,Brazil
Natashquan,YNA,Canada
Natchez,HEZ,United States
Nationaltheatret,ZZN,Norway
Natitingou,NAE,Benin
Natuashish,YNP,Canada
Natuna Ranai,NTX,Indonesia
Naukiti,NKI,United States
Nauru Island,INU,Nauru
Navegantes,NVT,Brazil
Navoi,NVI,Uzbekistan
Nawabshah,WNS,Pakistan
Naxos,JNX,Greece
Ndalatandos,NDF,Angola
Ndele,NDL,Central African Republic
Ndende,KDN,Gabon
City name,Airport Code,Country name
Ndjamena,NDJ,Chad
Ndola,NLA,Zambia
Necochea,NEC,Argentina
Necocli,NCI,Colombia
Needles,EED,United States
Neerlerit Inaat,CNP,Greenland
Neftekamsk,NEF,Russian Federation
Nefteyugansk,NFG,Russian Federation
Negage,GXG,Angola
Negarbo,GBF,Papua New Guinea
Negginan,ZNG,Canada
Neghelli,EGL,Ethiopia
Negril,NEG,Jamaica
Neiva,NVA,Colombia
Nejjo,NEJ,Ethiopia
Nejran,EAM,Saudi Arabia
City name,Airport Code,Country name
Nekemt,NEK,Ethiopia
Nelson,NSN,New Zealand (Aotearoa)
Nelson Lagoon,NLG,United States
Nelspruit,NLP,South Africa
Nelspruit,MQP,South Africa
Nema,EMN,Mauritania
Nemiscau,YNS,Canada
Nenana,ENN,United States
Neosho,EOS,United States
Nepalganj,KEP,Nepal
Nephi,NPH,United States
Neryungri,NER,Russian Federation
Nesbyen,XUL,Norway
Neslandsvatn,XUM,Norway
Neubrandenburg,FNB,Germany
Neumuenster,EUM,Germany
City name,Airport Code,Country name
Neuquen,NQN,Argentina
Nevada,NVD,United States
Nevers,NVS,France
Nevis,NEV,Saint Kitts and Nevis
Nevsehir,NAV,Turkey
New Bedford,EWB,United States
New Bern,EWN,United States
New Bight,NET,Bahamas
New Chenega,NCN,United States
New Halfa,NHF,Sudan
New Haven,HVN,United States
New Haven,ZVE,United States
New Iberia,ARA,United States
New Iberia,LFT,United States
New Koliganek,KGK,United States
New London,GON,United States
City name,Airport Code,Country name
New Moon,NMP,Australia
New Orleans,NEW,United States
New Orleans,NBG,United States
New Philadelphia,PHD,United States
New Plymouth,NPL,New Zealand (Aotearoa)
New Richmond,RNH,United States
New Stuyahok,KNW,United States
New Ulm,ULM,United States
New Westminster,YBD,Canada
New York,NBP,United States
New York,JRB,United States
New York,TSS,United States
New York,NES,United States
New York,JRE,United States
New York,FLU,United States
New York,JFK,United States
City name,Airport Code,Country name
New York,LGA,United States
New York,QNY,United States
New York,ZYP,United States
New York,NWS,United States
New York,JRA,United States
New York,WTC,United States
Newark,ZME,United States
Newark,ZRP,United States
Newburgh,SWF,United States
Newbury,EWY,United Kingdom
Newcastle,NCL,United Kingdom
Newcastle,BEO,Australia
Newcastle,NTL,Australia
Newcastle,ECS,United States
Newcastle,NCS,South Africa
Newman,ZNE,Australia
City name,Airport Code,Country name
Newport,NWH,United States
Newport,ONP,United States
Newport,NPT,United States
Newport,EFK,United States
Newport Beach,JNP,United States
Newquay,NQY,United Kingdom
Newry,NRY,Australia
Newtok,WWT,United States
Newton,TNU,United States
Newton,EWK,United States
Neyveli,NVY,India
Ngala,NGL,South Africa
Ngaoundere,NGE,Cameroon
Ngau Island,NGI,Fiji
Ngiva,NGV,Angola
Ngoma,ZGM,Zambia
City name,Airport Code,Country name
Ngukurr,RPM,Australia
Nha Trang,NHA,Viet Nam
Nha Trang,CXR,Viet Nam
Niagara Falls,IAG,United States
Niamey,NIM,Niger
Niamtougou,LRL,Togo
Niaqornaarsuk,QMK,Greenland
Niblack,NIE,United States
Nicaro,ICR,Cuba
Nichen Cove,NKV,United States
Nicholson,NLS,Australia
Nicosia,NIC,Cyprus
Nicoya,NCT,Costa Rica
Nieuw Nickerie,ICK,Suriname
Nifty,NIF,Australia
Nightmute,NME,United States
City name,Airport Code,Country name
Niigata,KIJ,Japan
Niihama,IHA,Japan
Nikolaev,NLV,Ukraine
Nikolai,NIB,United States
Nikolski,IKO,United States
Nikunau,NIG,Kiribati
Niles,NLE,United States
Nimba,NIA,Liberia
Nimes,FNI,France
Nimes,ZYN,France
Nimroz,IMZ,Afghanistan
Ningbo,NGB,China
Ningerum,NGR,Papua New Guinea
Ninilchik,NIN,United States
Nioki,NIO,Zaire
Niokolo Koba,NIK,Senegal
City name,Airport Code,Country name
Nioro,NIX,Mali
Niort,NIT,France
Nipa,NPG,Papua New Guinea
Niquelandia,NQL,Brazil
Nis,INI,Serbia & Montenegro
Nishinoomote,IIN,Japan
Nissan Island,IIS,Papua New Guinea
Nitchequon,YNI,Canada
Niuatoputapu,NTT,Tonga
Niue Island,IUE,Niue
Nizhnevartovsk,NJC,Russian Federation
Nizhniy Novgorod,GOJ,Russian Federation
Njombe,JOM,Tanzania
Nkan,NKA,Gabon
Nkaus,NKU,Lesotho
Nkayi,NKY,Congo
City name,Airport Code,Country name
Nkolo,NKL,Zaire
Nkongsamba,NKS,Cameroon
Noatak,WTK,United States
Nogales,OLS,United States
Nogales,NOG,Mexico
Nojabrxsk,NOJ,Russian Federation
Nojeh,NUJ,Iran
Nomad River,NOM,Papua New Guinea
Nomane,NMN,Papua New Guinea
Nome,OME,United States
Nondalton,NNL,United States
Nonouti,NON,Kiribati
Noonkanbah,NKB,Australia
Noorvik,ORV,United States
Noosa,NSA,Australia
Noosaville,NSV,Australia
City name,Airport Code,Country name
Nootka Sound,YNK,Canada
Nordagutu,XUO,Norway
Norddeich,NOE,Germany
Norden,NOD,Germany
Norderney,NRD,Germany
Nordfjordur,NOR,Iceland
Nordholz-Spieka,NDZ,Germany
Norfolk,OFK,United States
Norfolk,ORF,United States
Norfolk,NGU,United States
Norfolk Island,NLK,Norfolk Island
Norman,OUN,United States
Norman Wells,YVQ,Canada
Normanton,NTN,Australia
Norridgewock,OWK,United States
Norrkoping,NRK,Sweden
City name,Airport Code,Country name
Norseman,NSM,Australia
Norsup,NUS,Vanuatu
North Battleford,YQW,Canada
North Bay,YYB,Canada
North Bend,OTH,United States
North Caicos,NCA,Turks and Caicos Islands
North Eleuthera,ELH,Bahamas
North Platte,LBF,United States
North Ronaldsay,NRL,United Kingdom
North Spirit Lake,YNO,Canada
Northampton,ORM,United Kingdom
Northbrook,OBK,United States
Northeast Cape,OHC,United States
Northolt,NHT,United Kingdom
Northway,ORT,United States
Norwalk,ORQ,United States
City name,Airport Code,Country name
Norway House,YNE,Canada
Norwich,NWI,United Kingdom
Norwich,OIC,United States
Norwood,OWD,United States
Nosara Beach,NOB,Costa Rica
Nossi-be,NOS,Madagascar
Notodden,NTB,Norway
Nottingham,NQT,United Kingdom
Nottingham,EMA,United Kingdom
Nottingham,XQI,United Kingdom
Nottingham,XQH,United Kingdom
Nouadhibou,NDB,Mauritania
Nouakchott,NKC,Mauritania
Noumea,GEA,New Caledonia
Noumea,NOU,New Caledonia
Nouna,XNU,Burkina Faso
City name,Airport Code,Country name
Nova Xavantina,NOK,Brazil
Novato,NOT,United States
Novgorod,NVR,Russian Federation
Aripuana,NVP,Brazil
Novokuznetsk,NOZ,Russian Federation
Novorossijsk,NOI,Russian Federation
Novosibirsk,OVB,Russian Federation
Novy Urengoy,NUX,Russian Federation
Now Shahr,NSH,Iran
Nowata,NWT,Papua New Guinea
Nowra,NOA,Australia
Nueva Casas Grandes,NCG,Mexico
Nueva Gerona,GER,Cuba
Nueva Guinea,NVG,Nicaragua
Nuevo Laredo,NLD,Mexico
Nuguria,NUG,Papua New Guinea
City name,Airport Code,Country name
Nuiqsut,NUI,United States
Nuku,UKU,Papua New Guinea
Nuku Hiva,NHV,French Polynesia
Nukus,NCU,Uzbekistan
Nukutavake,NUK,French Polynesia
Nulato,NUL,United States
Nullagine,NLL,Australia
Nullarbor,NUR,Australia
Numbulwar,NUB,Australia
Numfoor,FOO,Indonesia
Nunapitchuk,NUP,United States
Nunchia,NUH,Colombia
Nunukan,NNX,Indonesia
Nuqui,NQU,Colombia
Nushki,NHS,Pakistan
Nutuve,NUT,Papua New Guinea
City name,Airport Code,Country name
Nutwood Downs,UTD,Australia
Nuuk,GOH,Greenland
Nyac,ZNC,United States
Nyala,UYL,Sudan
Nyaung-u,NYU,Myanmar
Nyeri,NYE,Kenya
Nykoping,XWZ,Sweden
Nyngan,NYN,Australia
Nzagi,NZA,Angola
Nzerekore,NZE,Guinea
Nzoia,NZO,Kenya
Oahu,HDH,United States
Oak Harbor,ODW,United States
Oakey,OKY,Australia
Oakham,OKH,United Kingdom
Oakland,JCE,United States
City name,Airport Code,Country name
Oakland,OAK,United States
Oakland,OBT,United States
Oaktown,OTN,United States
Oamaru,OAM,New Zealand (Aotearoa)
Oaxaca,OAX,Mexico
Oban,OBN,United Kingdom
Oban,OHP,United Kingdom
Oban,OBA,Australia
Obano,OBD,Indonesia
Obbia,CMO,Somalia
Oberpfaffenhofen,OBF,Germany
Obidos,OBI,Brazil
Obihiro,OBO,Japan
Obo,OBX,Papua New Guinea
Obock,OBC,Djibouti
Obre Lake,YDW,Canada
City name,Airport Code,Country name
Ocala,OCF,United States
Ocana,OCV,Colombia
Ocean City,OCE,United States
Ocean Falls,ZOF,Canada
Ocean Reef,OCA,United States
Oceana,NTU,United States
Oceanic,OCI,United States
Oceanside,OCN,United States
Ocho Rios,OCJ,Jamaica
Ocussi,OEC,Indonesia
Odate Noshiro,ONJ,Japan
Oddor Meanche,OMY,Cambodia
Odense,ODE,Denmark
Odessa,ODS,Ukraine
Odienne,KEO,Cote D'Ivoire (Ivory Coast)
Odiham,ODH,United Kingdom
City name,Airport Code,Country name
Oenpelli,OPI,Australia
Ofu,OFU,American Samoa
Ogallala,OGA,United States
Ogden,HIF,United States
Ogden,OGD,United States
Ogdensburg,OGS,United States
Ogeranang,OGE,Papua New Guinea
Ogle,OGL,Guyana
Ogoki,YOG,Canada
Ohakea,OHA,New Zealand (Aotearoa)
Ohrid,OHD,Yugoslavia
Oiapoque,OYK,Brazil
Oil City,OIL,United States
Oita,OIT,Japan
Okaba,OKQ,Indonesia
Okao,OKV,Papua New Guinea
City name,Airport Code,Country name
Okaukuejo,OKF,Namibia
Okayama,OKJ,Japan
Okeechobee,OBE,United States
Okhotsk,OHO,Russian Federation
Oki Island,OKI,Japan
Okinawa,DNA,Japan
Okinawa,OKA,Japan
Okinawa,AHA,Japan
Okino Erabu,OKE,Japan
Oklahoma City,DWN,United States
Oklahoma City,TIK,United States
Oklahoma City,PWA,United States
Oklahoma City,OKC,United States
Okmulgee,OKM,United States
Okondja,OKN,Gabon
Okoyo,OKG,Congo
City name,Airport Code,Country name
Oksapmin,OKP,Papua New Guinea
Oksibil,OKL,Indonesia
Oktiabrskij,OKT,Russian Federation
Okushiri,OIR,Japan
Olafsfjordur,OFJ,Iceland
Olafsvik,OLI,Iceland
Olanchito,OAN,Honduras
Olavarria,OVR,Argentina
Olbia,OLB,Italy
Old Crow,YOC,Canada
Old Fort Bay,ZFB,Canada
Old Harbor,OLH,United States
Old Town,OLD,United States
Olean,OLE,United States
Olga Bay,KOY,United States
Olive Branch,OLV,United States
City name,Airport Code,Country name
Olney,OLY,United States
Olney,ONY,United States
Olomouc,OLO,Czechoslovakia (former)
Olpoi,OLJ,Vanuatu
Olsobip,OLQ,Papua New Guinea
Olympia,OLM,United States
Olympic Dam,OLP,Australia
Omaha,OMA,United States
Omaha,MIQ,Venezuela
Omak,OMK,United States
Omboue,OMB,Gabon
Omega,OMG,Namibia
Omidieh,OMI,Iran
Omkalai,OML,Papua New Guinea
Omora,OSE,Papua New Guinea
Omsk,OMS,Russian Federation
City name,Airport Code,Country name
Omura,OMJ,Japan
Ondangwa,OND,Namibia
Oneill,ONL,United States
Oneonta,ONH,United States
Onepusu,ONE,Solomon Islands
Ongava Game Reserve,OGV,Namibia
Ongiva,VPE,Angola
Onion Bay,ONN,United States
Ono I Lau,ONU,Fiji
Ononge,ONB,Papua New Guinea
Onotoa,OOT,Kiribati
Onslow,ONS,Australia
Ontario,ONT,United States
Ontario,JIO,United States
Ontario,ONO,United States
Ontong Java,OTV,Solomon Islands
City name,Airport Code,Country name
Oodnadatta,ODD,Australia
Opapamiska Lake,YBS,Canada
Opelousas,OPL,United States
Open Bay,OPB,Papua New Guinea
Opuwa,OPW,Namibia
Oqatsut,XEO,Greenland
Oradea,OMR,Romania
Oram,RAX,Papua New Guinea
Oran,ORN,Algeria
Oran,TAF,Algeria
Oran,ORA,Argentina
Orange,JOR,United States
Orange,OAG,Australia
Orange Walk,ORZ,Belize
Orangeburg,OGB,United States
Oranjemund,OMD,Namibia
City name,Airport Code,Country name
Orapa,ORP,Botswana
Orbost,RBS,Australia
Orchid Beach,OKB,Australia
Orchid Island,KYD,Taiwan
Ord River,ODR,Australia
Orebro,ORB,Sweden
Orel,OEL,Russian Federation
Orenburg,REN,Russian Federation
Oria,OTY,Papua New Guinea
Orientos,OXO,Australia
Orinduik,ORJ,Guyana
Oriximina,ORX,Brazil
Orkney Island,KOI,United Kingdom
Orland,OLA,Norway
Orlando,ORL,United States
Orlando,MCO,United States
City name,Airport Code,Country name
Orlando,SFB,United States
Orlando,DWS,United States
Orleans,ORE,France
Ormara,ORW,Pakistan
Ormoc,OMC,Philippines
Ornskoldsvik,OER,Sweden
Orocue,ORC,Colombia
Oroville,OVE,United States
Orpheus Island Resort,ORS,Australia
Orsk,OSW,Russian Federation
Orsta-Volda,HOV,Norway
Oruro,ORU,Bolivia
Osage Beach,OSB,United States
Osaka,ITM,Japan
Osaka,KIX,Japan
Osan,OSN,Korea (South)
City name,Airport Code,Country name
Osceola,OEO,United States
Oscoda,OSC,United States
Osh,OSS,Kyrgyzstan
Oshakati,OHI,Namibia
Oshawa,YOO,Canada
Oshima,OIM,Japan
Oshkosh,OKS,United States
Oshkosh,OSH,United States
Osijek,OSI,Croatia (Hrvatska)
Oskaloosa,OOA,United States
Oskarshamn,OSK,Sweden
Oslo,OSL,Norway
Oslo,XZO,Norway
Oslo,TRF,Norway
Osmanabad,OMN,India
Osorno,ZOS,Chile
City name,Airport Code,Country name
Ossima,OSG,Papua New Guinea
Ostend,OST,Belgium
Ostersund,OSD,Sweden
Ostrava,OSR,Czech Republic (former Czechoslovakia)
Otjiwarongo,OTJ,Namibia
Ottawa,ZIF,Canada
Ottawa,YND,Canada
Ottawa,YOW,Canada
Ottawa,YRO,Canada
Otto,OTO,United States
Ottumwa,OTM,United States
Otu,OTU,Colombia
Ouadda,ODA,Central African Republic
Ouagadougou,OUA,Burkina Faso
Ouahigouya,OUG,Burkina Faso
Ouanda Djalle,ODJ,Central African Republic
City name,Airport Code,Country name
Ouanga,OUU,Gabon
Ouango Fitini,OFI,Cote D'Ivoire (Ivory Coast)
Ouargla,OGX,Algeria
Ouarzazate,OZZ,Morocco
Oudomxay,ODY,Laos
Oudtshoorn,OUH,South Africa
Ouesso,OUE,Congo
Oujda,OUD,Morocco
Oulu,OUL,Finland
Oum Hadjer,OUM,Chad
Ourilandia,OIA,Brazil
Ourinhos,OUS,Brazil
Outer Skerries,OUK,United Kingdom
Ouvea,UVE,New Caledonia
Ouyen,OYN,Australia
Ouzinkie,KOZ,United States
City name,Airport Code,Country name
Ovalle,OVL,Chile
Ovda,VDA,Israel
Overberg,OVG,South Africa
Owando,FTX,Congo
Owatonna,OWA,United States
Owen Sound,YOS,Canada
Owendo,OWE,Gabon
Owensboro,OWB,United States
Oxford,OXC,United States
Oxford,OXF,United Kingdom
Oxford,UOX,United States
Oxford,OXD,United States
Oxford House,YOH,Canada
Oyem,OYE,Gabon
Ozamis City,OZC,Philippines
Ozark,OZR,United States
City name,Airport Code,Country name
Ozark,HEY,United States
Ozark,LOR,United States
Ozona,OZA,United States
Paama,PBJ,Vanuatu
Paamiut,JFR,Greenland
Pa-an,PAA,Myanmar
Pacific City,PFC,United States
Pacific Harbor,PHR,Fiji
Pack Creek,PBK,United States
Padang,PDG,Indonesia
Paderborn,PAD,Germany
Paducah,PAH,United States
Paf Warren,PFA,United States
Pagadian,PAG,Philippines
Page,PGA,United States
Pago Pago,PPG,American Samoa
City name,Airport Code,Country name
Pagosa Springs,PGO,United States
Pahokee,PHK,United States
Paiela,PLE,Papua New Guinea
Pailin,PAI,Cambodia
Paimiut,PMU,United States
Painesville,PVZ,United States
Painter Creek,PCE,United States
Pajala,PJA,Sweden
Pakatoa Island,PKL,New Zealand (Aotearoa)
Pakokku,PKK,Myanmar
Paksane,PKS,Laos
Pakse,PKZ,Laos
Pakuashipi,YIF,Canada
Pakuba,PAF,Uganda
Pala,PLF,Chad
Palacios,PCH,Honduras
City name,Airport Code,Country name
Palacios,PSX,United States
Palangkaraya,PKY,Indonesia
Palanquero,PAL,Colombia
Palembang,PLM,Indonesia
Palenque,PQM,Mexico
Palermo,PMO,Italy
Palestine,PSN,United States
Palibelo,PBW,Indonesia
Palm Island,PMK,Australia
Palm Island,PLI,Saint Vincent and the Grenadines
Palm Springs,UDD,United States
Palm Springs,PSP,United States
Palma,LMZ,Mozambique
Palma Mallorca,PMI,Spain
Palmar,PMZ,Costa Rica
Palmarito,PTM,Venezuela
City name,Airport Code,Country name
Palmas,PMW,Brazil
Palmdale,PMD,United States
Palmer,PAQ,United States
Palmer,PMX,United States
Palmerston North,PMR,New Zealand (aotearoa)
Palmyra,PMS,Syria
Palo Alto,PAO,United States
Paloemeu,OEM,Suriname
Palu,PLW,Indonesia
Pama,XPA,Burkina Faso
Pambwa,PAW,Papua New Guinea
Pamol,PAY,Malaysia
Pampa,PPA,United States
Pamplona,PNA,Spain
Pan Yu,ZAX,China
Pan Zhi Hua,PZI,China
City name,Airport Code,Country name
Panama City,PFN,United States
Panama City,PAM,United States
Panama City,PAC,Panama
Panama City,PTY,Panama
Panarea,ZJE,Italy
Pandie Pandie,PDE,Australia
Panevezys,PNV,Lithuania
Pangia,PGN,Papua New Guinea
Pangkalanbuun,PKN,Indonesia
Pangkalpinang,PGK,Indonesia
Pangkor,PKG,Malaysia
Pangnirtung,YXP,Canada
Pangoa,PGB,Papua New Guinea
Panguitch,PNU,United States
Panjgur,PJG,Pakistan
Pantelleria,PNL,Italy
City name,Airport Code,Country name
Pantnagar,PGH,India
Paonia,WPO,United States
Papa Stour,PSV,United Kingdom
Papa Westray,PPW,United Kingdom
Papeete,PPT,French Polynesia
Paphos,PFO,Cyprus
Papun,PPU,Myanmar
Para Chinar,PAJ,Pakistan
Paraburdoo,PBO,Australia
Paradise River,YDE,Canada
Paragould,PGR,United States
Parakou,PKO,Benin
Param,PPX,Papua New Guinea
Paramakotoi,PMT,Guyana
Paramaribo,PBM,Suriname
Paramaribo,ORG,Suriname
City name,Airport Code,Country name
Parana,PRA,Argentina
Paranagua,PNG,Brazil
Paranaiba,PBB,Brazil
Paranavai,PVI,Brazil
Paraparaumu,PPQ,New Zealand (Aotearoa)
Parasi,PRS,Solomon Islands
Paratebueno,EUO,Colombia
Pardoo,PRD,Australia
Parintins,PIN,Brazil
Paris,XEX,France
Paris,BVA,France
Paris,XDT,France
Paris,CDG,France
Paris,XTT,France
Paris,XPG,France
City name,Airport Code,Country name
Paris,XGB,France
Paris,JDP,France
Paris,JPU,France
Paris,LBG,France
Paris,ORY,France
Paris,POX,France
Paris,VIY,France
Paris,PHT,United States
Paris,PRX,United States
Park Falls,PKF,United States
Park Rapids,PKD,United States
Parkersburg,PKB,United States
Parkes,PKE,Australia
Parks,KPK,United States
Parnaiba,PHB,Brazil
Parndana,PDN,Australia
City name,Airport Code,Country name
Parnu,EPU,Estonia
Paro,PBH,Bhutan
Paros,PAS,Greece
Parry Sound,YPD,Canada
Parsabad,PFQ,Iran
Parsons,PPF,United States
Paruima,PRR,Guyana
Pasadena,JPD,United States
Pascagoula,PGL,United States
Pasco,PSC,United States
Pasighat,IXT,India
Pasir Gudang,ZLW,Malaysia
Pasir Pangarayan,PPR,Indonesia
Pasni,PSI,Pakistan
Paso Caballos,PCG,Guatemala
Paso De Los Libres,AOL,Argentina
City name,Airport Code,Country name
Paso Robles,PRB,United States
Passo Fundo,PFB,Brazil
Passos,PSW,Brazil
Pastaza,PTZ,Ecuador
Pasto,PSO,Colombia
Pathankot,IXP,India
Patna,PAT,India
Pato Branco,PTO,Brazil
Patong Beach,PBS,Thailand
Patos De Minas,POJ,Brazil
Patras,GPA,Greece
Patreksfjordur,PFJ,Iceland
Pattani,PAN,Thailand
Pattaya,PYX,Thailand
Patterson,PTN,United States
Patuxent River,NHK,United States
City name,Airport Code,Country name
Pau,PUF,France
Pauk,PAU,Myanmar
Paulatuk,YPC,Canada
Paulo Afonso,PAV,Brazil
Pauloff Harbor,KPH,United States
Pavlodar,PWQ,Kazakhstan
Pawi,PWI,Ethiopia
Payan,PYN,Colombia
Paysandu,PDU,Uruguay
Payson,PJB,United States
Paz De Ariporo,PZA,Colombia
Peace River,YPE,Canada
Peach Springs,PGS,United States
Peawanuck,YPO,Canada
Pebane,PEB,Mozambique
Pechora,PEX,Russian Federation
City name,Airport Code,Country name
Pecos City,PEQ,United States
Pedernales,PDZ,Venezuela
Pedro Bay,PDB,United States
Pedro Juan Caballero,PJC,Paraguay
Peenemuende,PEF,Germany
Pehuajo,PEH,Argentina
Pekanbaru,PKU,Indonesia
Pelaneng,PEL,Lesotho
Pelican,PEC,United States
Pell City,PLR,United States
Pellston,PLN,United States
Pelotas,PET,Brazil
Pemba,POL,Mozambique
Pemba,PMA,Tanzania
Pembina,PMB,United States
Pembroke,YTA,Canada
City name,Airport Code,Country name
Penang,PEN,Malaysia
Penang,ZJR,Malaysia
Pender Harbor,YPT,Canada
Pendleton,PDT,United States
Pendopo,PDO,Indonesia
Peng Lai,PNJ,China
Penneshaw,PEA,Australia
Penong,PEY,Australia
Penrhyn Island,PYE,Cook Islands
Pensacola,NDP,United States
Pensacola,NPA,United States
Pensacola,PNS,United States
Pensacola,NUN,United States
Penticton,YYF,Canada
Penza,PEZ,Russian Federation
Penzance,PZE,United Kingdom
City name,Airport Code,Country name
Peoria,PIA,United States
Peppers Palm Bay,PBY,Australia
Peppimenarti,PEP,Australia
Peraitepuy,PPH,Venezuela
Pereira,PEI,Colombia
Perigueux,PGX,France
Perito Moreno,PMQ,Argentina
Perm,PEE,Russian Federation
Perpignan,PGF,France
Perry,FPY,United States
Perry,PRO,United States
Perry Island,PYL,United States
Perryville,KPV,United States
Perth,PSL,United Kingdom
Perth,ZXP,United Kingdom
Perth,PER,Australia
City name,Airport Code,Country name
Peru,VYS,United States
Peru,GUS,United States
Perugia,PEG,Italy
Pescara,PSR,Italy
Peschiei,PEJ,Italy
Peshawar,PEW,Pakistan
Petawawa,YWA,Canada
Peterborough,YPQ,Canada
Petersburg,PSG,United States
Petersburg,FLE,United States
Petersburg,PTB,United States
Petersburg,PGC,United States
Petrolina,PNZ,Brazil
Petropavlovsk,PPK,Kazakhstan
Petropavlovsk-Kamchats,PKC,Russian Federation
Petrozavodsk,PES,Russian Federation
City name,Airport Code,Country name
Pevek,PWE,Russian Federation
Pforheim,UPF,Germany
Phalaborwa,PHW,South Africa
Phan Rang,PHA,Viet Nam
Phan Thiet,PHH,Viet Nam
Phanom Sarakham,PMM,Thailand
Phaplu,PPL,Nepal
Phetchabun,PHY,Thailand
Phi Phi Island,PHZ,Thailand
Philadelphia,PHL,United States
Philadelphia,MUV,United States
Philadelphia,ZHC,United States
Philadelphia,PNE,United States
Philadelphia,ZFV,United States
Philadelphia,PSQ,United States
Philadelphia,ZTN,United States
City name,Airport Code,Country name
